
Time_us,Position,Speed_rad_per_s
1312008,13020,0.000000
1317008,13022,2.087442
1322009,13027,5.217561
1327010,13035,8.348098
1332010,13045,10.437209
1337010,13058,13.568372
1342010,13072,14.612093
1347010,13087,15.655814
1352010,13104,17.743256
1357010,13123,19.830698
1362010,13142,19.830698
1367010,13163,21.918139
1372010,13184,21.918139
1377010,13206,22.961861
1382010,13229,24.005581
1387010,13253,25.049301
1392010,13277,25.049301
1397010,13301,25.049301
1402010,13326,26.093023
1407010,13352,27.136744
1412010,13377,26.093023
1417010,13404,28.180466
1422010,13430,27.136744
1427010,13457,28.180466
1432010,13484,28.180466
1437010,13511,28.180466
1442010,13539,29.224186
1447010,13566,28.180466
1452010,13594,29.224186
1457010,13622,29.224186
1462010,13650,29.224186
1467010,13678,29.224186
1472010,13706,29.224186
1477010,13735,30.267906
1482010,13763,29.224186
1487010,13792,30.267906
1492010,13820,29.224186
1497010,13849,30.267906
1502010,13878,30.267906
1507010,13907,30.267906
1512010,13936,30.267906
1517010,13965,30.267906
1522010,13994,30.267906
1527010,14023,30.267906
1532010,14052,30.267906
1537010,14081,30.267906
1542010,14110,30.267906
1547010,14140,31.311628
1552010,14169,30.267906
1557010,14198,30.267906
1562010,14228,31.311628
1567010,14257,30.267906
1572010,14286,30.267906
1577010,14316,31.311628
1582010,14345,30.267906
1587010,14374,30.267906
1592010,14404,31.311628
1597010,14433,30.267906
1602010,14463,31.311628
1607010,14492,30.267906
1612010,14522,31.311628
1617010,14551,30.267906
1622010,14580,30.267906
1627010,14610,31.311628
1632010,14640,31.311628
1637010,14669,30.267906
1642010,14699,31.311628
1647010,14728,30.267906
1652010,14758,31.311628
1657010,14787,30.267906
1662010,14817,31.311628
1667010,14846,30.267906
1672010,14876,31.311628
1677010,14906,31.311628
1682010,14935,30.267906
1687010,14965,31.311628
1692010,14994,30.267906
1697010,15024,31.311628
1702010,15054,31.311628
1707010,15083,30.267906
1712010,15113,31.311628
1717010,15143,31.311628
1722010,15172,30.267906
1727010,15202,31.311628
1732010,15231,30.267906
1737010,15261,31.311628
1742010,15291,31.311628
1747010,15320,30.267906
1752010,15350,31.311628
1757010,15380,31.311628
1762010,15409,30.267906
1767010,15439,31.311628
1772010,15468,30.267906
1777010,15498,31.311628
1782010,15528,31.311628
1787010,15557,30.267906
1792010,15587,31.311628
1797010,15617,31.311628
1802010,15646,30.267906
1807010,15676,31.311628
1812010,15706,31.311628
1817010,15735,30.267906
1822010,15765,31.311628
1827010,15795,31.311628
1832010,15824,30.267906
1837010,15854,31.311628
1842010,15884,31.311628
1847010,15913,30.267906
1852010,15943,31.311628
1857010,15972,30.267906
1862010,16002,31.311628
1867010,16032,31.311628
1872010,16062,31.311628
1877010,16091,30.267906
1882010,16121,31.311628
1887010,16150,30.267906
1892010,16180,31.311628
1897010,16210,31.311628
1902010,16239,30.267906
1907010,16269,31.311628
1912010,16299,31.311628
1917010,16328,30.267906
1922010,16358,31.311628
1927010,16388,31.311628
1932010,16417,30.267906
1937010,16447,31.311628
1942010,16477,31.311628
1947010,16506,30.267906
1952010,16536,31.311628
1957010,16566,31.311628
1962010,16595,30.267906
1967010,16625,31.311628
1972010,16655,31.311628
1977010,16684,30.267906
1982010,16714,31.311628
1987010,16744,31.311628
1992010,16773,30.267906
1997010,16803,31.311628
2002010,16833,31.311628
2007010,16862,30.267906
2012010,16892,31.311628
2017010,16922,31.311628
2022010,16951,30.267906
2027010,16981,31.311628
2032010,17011,31.311628
2037010,17040,30.267906
2042010,17070,31.311628
2047010,17100,31.311628
2052010,17130,31.311628
2057010,17159,30.267906
2062010,17189,31.311628
2067010,17219,31.311628
2072010,17248,30.267906
2077010,17278,31.311628
2082010,17307,30.267906
2087010,17337,31.311628
2092010,17367,31.311628
2097010,17396,30.267906
2102010,17426,31.311628
2107010,17456,31.311628
2112010,17485,30.267906
2117010,17515,31.311628
2122010,17545,31.311628
2127010,17574,30.267906
2132010,17604,31.311628
2137010,17634,31.311628
2142010,17663,30.267906
2147010,17693,31.311628
2152010,17723,31.311628
2157010,17752,30.267906
2162010,17782,31.311628
2167010,17812,31.311628
2172010,17841,30.267906
2177010,17871,31.311628
2182010,17901,31.311628
2187010,17930,30.267906
2192010,17960,31.311628
2197010,17990,31.311628
2202010,18019,30.267906
