
Time_us,Position,Speed_rad_per_s
1312008,29914,0.000000
1317009,29914,0.000000
1322009,29914,0.000000
1327009,29914,0.000000
1332009,29914,0.000000
1337009,29914,0.000000
1342009,29914,0.000000
1347009,29914,0.000000
1352009,29914,0.000000
1357009,29914,0.000000
1362009,29914,0.000000
1367009,29914,0.000000
1372009,29914,0.000000
1377009,29914,0.000000
1382009,29914,0.000000
1387009,29914,0.000000
1392009,29914,0.000000
1397009,29914,0.000000
1402009,29914,0.000000
1407009,29914,0.000000
1412009,29914,0.000000
1417009,29914,0.000000
1422009,29914,0.000000
1427009,29914,0.000000
1432009,29914,0.000000
1437009,29914,0.000000
1442009,29914,0.000000
1447009,29914,0.000000
1452009,29914,0.000000
1457009,29914,0.000000
1462009,29914,0.000000
1467009,29914,0.000000
1472009,29914,0.000000
1477009,29914,0.000000
1482009,29914,0.000000
1487009,29914,0.000000
1492009,29914,0.000000
1497009,29914,0.000000
1502009,29914,0.000000
1507009,29914,0.000000
1512009,29914,0.000000
1517009,29914,0.000000
1522009,29914,0.000000
1527009,29914,0.000000
1532009,29914,0.000000
1537009,29914,0.000000
1542009,29914,0.000000
1547009,29914,0.000000
1552009,29914,0.000000
1557009,29914,0.000000
1562009,29914,0.000000
1567009,29914,0.000000
1572009,29914,0.000000
1577009,29914,0.000000
1582009,29914,0.000000
1587009,29914,0.000000
1592009,29914,0.000000
1597009,29914,0.000000
1602009,29914,0.000000
1607009,29914,0.000000
1612009,29914,0.000000
1617009,29914,0.000000
1622009,29914,0.000000
1627009,29914,0.000000
1632009,29914,0.000000
1637009,29914,0.000000
1642009,29914,0.000000
1647009,29914,0.000000
1652009,29914,0.000000
1657009,29914,0.000000
1662009,29914,0.000000
1667009,29914,0.000000
1672009,29914,0.000000
1677009,29914,0.000000
1682009,29914,0.000000
1687009,29914,0.000000
1692009,29914,0.000000
1697009,29914,0.000000
1702009,29914,0.000000
1707009,29914,0.000000
1712009,29914,0.000000
1717009,29914,0.000000
1722009,29914,0.000000
1727009,29914,0.000000
1732009,29914,0.000000
1737009,29914,0.000000
1742009,29914,0.000000
1747009,29914,0.000000
1752009,29914,0.000000
1757009,29914,0.000000
1762009,29914,0.000000
1767009,29914,0.000000
1772009,29914,0.000000
1777009,29914,0.000000
1782009,29914,0.000000
1787009,29914,0.000000
1792009,29914,0.000000
1797009,29914,0.000000
1802009,29914,0.000000
1807009,29914,0.000000
1812009,29914,0.000000
1817009,29914,0.000000
1822009,29914,0.000000
1827009,29914,0.000000
1832009,29914,0.000000
1837009,29914,0.000000
1842009,29914,0.000000
1847009,29914,0.000000
1852009,29914,0.000000
1857009,29914,0.000000
