
Time_us,Position,Speed_rad_per_s
1312008,169045,0.000000
1317008,169044,-1.043721
1322008,169041,-3.131163
1327008,169037,-4.174884
1332008,169031,-6.262325
1337008,169023,-8.349768
1342008,169014,-9.393488
1347008,169004,-10.437209
1352008,168993,-11.480930
1357008,168981,-12.524651
1362008,168967,-14.612093
1367008,168953,-14.612093
1372008,168938,-15.655814
1377008,168922,-16.699535
1382008,168906,-16.699535
1387008,168889,-17.743256
1392008,168871,-18.786976
1397008,168853,-18.786976
1402008,168834,-19.830698
1407008,168815,-19.830698
1412008,168795,-20.874418
1417008,168775,-20.874418
1422008,168754,-21.918139
1427008,168733,-21.918139
1432008,168712,-21.918139
1437008,168690,-22.961861
1442008,168668,-22.961861
1447008,168646,-22.961861
1452008,168623,-24.005581
1457008,168601,-22.961861
1462008,168578,-24.005581
1467008,168555,-24.005581
1472008,168532,-24.005581
1477008,168508,-25.049301
1482008,168485,-24.005581
1487008,168461,-25.049301
1492008,168437,-25.049301
1497008,168413,-25.049301
1502008,168389,-25.049301
1507008,168365,-25.049301
1512008,168341,-25.049301
1517008,168317,-25.049301
1522008,168293,-25.049301
1527008,168268,-26.093023
1532008,168243,-26.093023
1537008,168219,-25.049301
1542008,168194,-26.093023
1547008,168169,-26.093023
1552008,168145,-25.049301
1557008,168120,-26.093023
1562008,168095,-26.093023
1567008,168070,-26.093023
1572008,168045,-26.093023
1577008,168020,-26.093023
1582008,167995,-26.093023
1587008,167970,-26.093023
1592008,167945,-26.093023
1597008,167919,-27.136744
1602008,167894,-26.093023
1607008,167869,-26.093023
1612008,167844,-26.093023
1617008,167818,-27.136744
1622008,167793,-26.093023
1627008,167767,-27.136744
1632008,167742,-26.093023
1637008,167717,-26.093023
1642008,167691,-27.136744
1647008,167666,-26.093023
1652008,167640,-27.136744
1657008,167615,-26.093023
1662008,167589,-27.136744
1667008,167564,-26.093023
1672008,167538,-27.136744
1677008,167513,-26.093023
1682008,167487,-27.136744
1687008,167461,-27.136744
1692008,167436,-26.093023
1697008,167410,-27.136744
1702008,167385,-26.093023
1707008,167359,-27.136744
1712008,167333,-27.136744
1717008,167308,-26.093023
1722008,167282,-27.136744
1727008,167256,-27.136744
1732008,167231,-26.093023
1737008,167205,-27.136744
1742008,167179,-27.136744
1747008,167154,-26.093023
1752008,167128,-27.136744
1757008,167102,-27.136744
1762008,167077,-26.093023
1767008,167051,-27.136744
1772008,167025,-27.136744
1777008,166999,-27.136744
1782008,166973,-27.136744
1787008,166948,-26.093023
