
Time_us,Speed_rad_per_s,Control_Voltage,PWM_Command
2702003,54.978001,1.80264,35
2707003,54.978001,1.80264,35
2712003,54.978001,1.80264,35
2717003,54.978001,1.80264,35
2722003,54.105331,1.90736,35
2727003,54.978001,1.80264,35
2732003,55.850666,1.69792,34
2737003,54.978001,1.80264,35
2742003,54.978001,1.80264,35
2747003,54.978001,1.80264,35
2752003,54.978001,1.80264,35
2757003,55.850666,1.69792,34
2762003,54.978001,1.80264,35
2767003,55.850666,1.69792,34
2772003,54.978001,1.80264,35
2777003,54.978001,1.80264,35
2782003,54.978001,1.80264,35
2787003,55.850666,1.69792,34
2792003,54.978001,1.80264,35
2797003,54.978001,1.80264,35
2802003,54.978001,1.80264,35
2807003,55.850666,1.69792,34
2812003,54.978001,1.80264,35
2817003,54.978001,1.80264,35
2822003,54.978001,1.80264,35
2827003,55.850666,1.69792,34
2832003,54.978001,1.80264,35
2837003,54.978001,1.80264,35
2842003,55.850666,1.69792,34
2847003,54.978001,1.80264,35
2852003,54.978001,1.80264,35
2857003,55.850666,1.69792,34
2862003,55.850666,1.69792,34
2867003,54.978001,1.80264,35
2872003,55.850666,1.69792,34
2877003,55.850666,1.69792,34
2882003,54.978001,1.80264,35
2887003,55.850666,1.69792,34
2892003,55.850666,1.69792,34
2897003,54.978001,1.80264,35
2902003,55.850666,1.69792,34
2907003,54.978001,1.80264,35
2912003,55.850666,1.69792,34
2917003,54.978001,1.80264,35
2922003,55.850666,1.69792,34
2927003,54.978001,1.80264,35
2932003,55.850666,1.69792,34
2937003,54.978001,1.80264,35
2942003,55.850666,1.69792,34
2947003,54.978001,1.80264,35
2952003,55.850666,1.69792,34
2957003,55.850666,1.69792,34
2962003,54.978001,1.80264,35
2967003,55.850666,1.69792,34
2972003,55.850666,1.69792,34
2977003,55.850666,1.69792,34
2982003,55.850666,1.69792,34
2987003,55.850666,1.69792,34
2992003,55.850666,1.69792,34
2997003,54.978001,1.80264,35
3002003,55.850666,1.69792,34
3007003,55.850666,1.69792,34
3012003,55.850666,1.69792,34
3017003,54.978001,1.80264,35
3022003,55.850666,1.69792,34
3027003,55.850666,1.69792,34
3032003,54.978001,1.80264,35
3037003,55.850666,1.69792,34
3042003,55.850666,1.69792,34
3047003,54.978001,1.80264,35
3052003,55.850666,1.69792,34
3057003,55.850666,1.69792,34
3062003,54.978001,1.80264,35
3067003,55.850666,1.69792,34
3072003,55.850666,1.69792,34
3077003,55.850666,1.69792,34
3082003,54.978001,1.80264,35
3087003,55.850666,1.69792,34
3092003,55.850666,1.69792,34
3097003,55.850666,1.69792,34
3102003,55.850666,1.69792,34
3107003,55.850666,1.69792,34
3112003,55.850666,1.69792,34
3117003,55.850666,1.69792,34
3122003,55.850666,1.69792,34
3127003,55.850666,1.69792,34
3132003,55.850666,1.69792,34
3137003,55.850666,1.69792,34
3142003,54.978001,1.80264,35
3147003,55.850666,1.69792,34
3152003,55.850666,1.69792,34
3157003,55.850666,1.69792,34
3162003,54.978001,1.80264,35
3167003,55.850666,1.69792,34
3172003,55.850666,1.69792,34
3177003,54.978001,1.80264,35
3182003,55.850666,1.69792,34
3187003,55.850666,1.69792,34
3192003,55.850666,1.69792,34
3197003,55.850666,1.69792,34
3202003,55.850666,1.69792,34
3207003,55.850666,1.69792,34
3212003,55.850666,1.69792,34
3217003,55.850666,1.69792,34
3222003,55.850666,1.69792,34
3227003,55.850666,1.69792,34
3232003,55.850666,1.69792,34
3237003,55.850666,1.69792,34
3242003,55.850666,1.69792,34
3247003,55.850666,1.69792,34
3252003,54.978001,1.80264,35
3257003,55.850666,1.69792,34
3262003,55.850666,1.69792,34
3267003,55.850666,1.69792,34
3272003,54.978001,1.80264,35
3277003,55.850666,1.69792,34
3282003,55.850666,1.69792,34
3287003,54.978001,1.80264,35
3292003,55.850666,1.69792,34
3297003,55.850666,1.69792,34
3302003,55.850666,1.69792,34
3307003,55.850666,1.69792,34
3312003,55.850666,1.69792,34
3317003,55.850666,1.69792,34
3322003,55.850666,1.69792,34
3327003,55.850666,1.69792,34
3332003,55.850666,1.69792,34
3337003,55.850666,1.69792,34
3342003,55.850666,1.69792,34
3347003,55.850666,1.69792,34
3352003,55.850666,1.69792,34
3357003,54.978001,1.80264,35
3362003,55.850666,1.69792,34
3367003,55.850666,1.69792,34
3372003,55.850666,1.69792,34
3377003,54.978001,1.80264,35
3382003,55.850666,1.69792,34
3387003,55.850666,1.69792,34
3392003,54.978001,1.80264,35
3397003,55.850666,1.69792,34
3402003,55.850666,1.69792,34
3407003,55.850666,1.69792,34
3412003,55.850666,1.69792,34
3417003,54.978001,1.80264,35
3422003,55.850666,1.69792,34
3427003,55.850666,1.69792,34
3432003,55.850666,1.69792,34
3437003,55.850666,1.69792,34
3442003,55.850666,1.69792,34
3447003,56.723331,1.59320,33
3452003,54.978001,1.80264,35
3457003,55.850666,1.69792,34
3462003,55.850666,1.69792,34
3467003,55.850666,1.69792,34
3472003,55.850666,1.69792,34
3477003,55.850666,1.69792,34
3482003,55.850666,1.69792,34
3487003,54.978001,1.80264,35
3492003,55.850666,1.69792,34
3497003,55.850666,1.69792,34
3502003,55.850666,1.69792,34
3507003,54.978001,1.80264,35
3512003,55.850666,1.69792,34
3517003,55.850666,1.69792,34
3522003,55.850666,1.69792,34
3527003,55.850666,1.69792,34
3532003,55.850666,1.69792,34
3537003,55.850666,1.69792,34
3542003,55.850666,1.69792,34
3547003,55.850666,1.69792,34
3552003,55.850666,1.69792,34
3557003,55.850666,1.69792,34
3562003,55.850666,1.69792,34
3567003,55.850666,1.69792,34
3572003,55.850666,1.69792,34
3577003,55.850666,1.69792,34
3582003,54.978001,1.80264,35
3587003,55.850666,1.69792,34
3592003,55.850666,1.69792,34
3597003,55.850666,1.69792,34
3602003,55.850666,1.69792,34
3607003,54.978001,1.80264,35
3612003,55.850666,1.69792,34
3617003,55.850666,1.69792,34
3622003,55.850666,1.69792,34
3627003,54.978001,1.80264,35
3632003,55.850666,1.69792,34
3637003,55.850666,1.69792,34
3642003,55.850666,1.69792,34
3647003,55.850666,1.69792,34
3652003,55.850666,1.69792,34
3657003,55.850666,1.69792,34
3662003,55.850666,1.69792,34
3667003,55.850666,1.69792,34
3672003,56.723331,1.59320,33
3677003,55.850666,1.69792,34
3682003,54.978001,1.80264,35
3687003,55.850666,1.69792,34
3692003,55.850666,1.69792,34
3697003,55.850666,1.69792,34
3702003,55.850666,1.69792,34
3707003,55.850666,1.69792,34
3712003,54.978001,1.80264,35
3717003,55.850666,1.69792,34
3722003,55.850666,1.69792,34
3727003,55.850666,1.69792,34
3732003,54.978001,1.80264,35
3737003,55.850666,1.69792,34
3742003,55.850666,1.69792,34
3747003,55.850666,1.69792,34
3752003,55.850666,1.69792,34
3757003,55.850666,1.69792,34
3762003,55.850666,1.69792,34
3767003,55.850666,1.69792,34
3772003,55.850666,1.69792,34
3777003,55.850666,1.69792,34
3782003,55.850666,1.69792,34
3787003,55.850666,1.69792,34
3792003,55.850666,1.69792,34
3797003,55.850666,1.69792,34
3802003,54.978001,1.80264,35
3807003,55.850666,1.69792,34
3812003,55.850666,1.69792,34
3817003,55.850666,1.69792,34
3822003,55.850666,1.69792,34
3827003,54.978001,1.80264,35
3832003,55.850666,1.69792,34
3837003,55.850666,1.69792,34
3842003,55.850666,1.69792,34
3847003,54.978001,1.80264,35
3852003,55.850666,1.69792,34
3857003,55.850666,1.69792,34
3862003,55.850666,1.69792,34
3867003,55.850666,1.69792,34
3872003,55.850666,1.69792,34
3877003,55.850666,1.69792,34
3882003,55.850666,1.69792,34
3887003,55.850666,1.69792,34
3892003,55.850666,1.69792,34
3897003,55.850666,1.69792,34
3902003,55.850666,1.69792,34
3907003,55.850666,1.69792,34
3912003,55.850666,1.69792,34
3917003,54.978001,1.80264,35
3922003,55.850666,1.69792,34
3927003,55.850666,1.69792,34
3932003,55.850666,1.69792,34
3937003,55.850666,1.69792,34
3942003,54.978001,1.80264,35
3947003,55.850666,1.69792,34
3952003,55.850666,1.69792,34
3957003,55.850666,1.69792,34
3962003,54.978001,1.80264,35
3967003,55.850666,1.69792,34
3972003,55.850666,1.69792,34
3977003,55.850666,1.69792,34
3982003,55.850666,1.69792,34
3987003,55.850666,1.69792,34
3992003,55.850666,1.69792,34
3997003,55.850666,1.69792,34
4002003,55.850666,1.69792,34
4007003,55.850666,1.69792,34
4012003,55.850666,1.69792,34
4017003,55.850666,1.69792,34
4022003,55.850666,1.69792,34
4027003,55.850666,1.69792,34
4032003,54.978001,1.80264,35
4037003,55.850666,1.69792,34
4042003,55.850666,1.69792,34
4047003,55.850666,1.69792,34
4052003,54.978001,1.80264,35
4057003,55.850666,1.69792,34
4062003,55.850666,1.69792,34
4067003,55.850666,1.69792,34
4072003,54.978001,1.80264,35
4077003,55.850666,1.69792,34
4082003,55.850666,1.69792,34
4087003,55.850666,1.69792,34
4092003,55.850666,1.69792,34
4097003,55.850666,1.69792,34
4102003,55.850666,1.69792,34
4107003,55.850666,1.69792,34
4112003,55.850666,1.69792,34
4117003,55.850666,1.69792,34
4122003,55.850666,1.69792,34
4127003,55.850666,1.69792,34
4132003,54.978001,1.80264,35
4137003,55.850666,1.69792,34
4142003,55.850666,1.69792,34
4147003,55.850666,1.69792,34
4152003,55.850666,1.69792,34
4157003,55.850666,1.69792,34
4162003,54.978001,1.80264,35
4167003,55.850666,1.69792,34
4172003,55.850666,1.69792,34
4177003,54.978001,1.80264,35
4182003,55.850666,1.69792,34
4187003,55.850666,1.69792,34
4192003,55.850666,1.69792,34
4197003,54.978001,1.80264,35
4202003,55.850666,1.69792,34
4207003,55.850666,1.69792,34
4212003,55.850666,1.69792,34
4217003,55.850666,1.69792,34
4222003,55.850666,1.69792,34
4227003,55.850666,1.69792,34
4232003,55.850666,1.69792,34
4237003,55.850666,1.69792,34
4242003,55.850666,1.69792,34
4247003,55.850666,1.69792,34
4252003,55.850666,1.69792,34
4257003,55.850666,1.69792,34
4262003,55.850666,1.69792,34
4267003,55.850666,1.69792,34
4272003,54.978001,1.80264,35
4277003,55.850666,1.69792,34
4282003,55.850666,1.69792,34
4287003,54.978001,1.80264,35
4292003,55.850666,1.69792,34
4297003,55.850666,1.69792,34
4302003,55.850666,1.69792,34
4307003,54.978001,1.80264,35
4312003,55.850666,1.69792,34
4317003,55.850666,1.69792,34
4322003,55.850666,1.69792,34
4327003,55.850666,1.69792,34
4332003,55.850666,1.69792,34
4337003,55.850666,1.69792,34
4342003,55.850666,1.69792,34
4347003,55.850666,1.69792,34
4352003,55.850666,1.69792,34
4357003,55.850666,1.69792,34
4362003,55.850666,1.69792,34
4367003,55.850666,1.69792,34
4372003,55.850666,1.69792,34
4377003,55.850666,1.69792,34
4382003,55.850666,1.69792,34
4387003,54.978001,1.80264,35
4392003,55.850666,1.69792,34
4397003,55.850666,1.69792,34
4402003,55.850666,1.69792,34
4407003,54.978001,1.80264,35
4412003,55.850666,1.69792,34
4417003,55.850666,1.69792,34
4422003,55.850666,1.69792,34
4427003,55.850666,1.69792,34
4432003,55.850666,1.69792,34
4437003,55.850666,1.69792,34
4442003,55.850666,1.69792,34
4447003,55.850666,1.69792,34
4452003,55.850666,1.69792,34
4457003,55.850666,1.69792,34
4462003,55.850666,1.69792,34
4467003,55.850666,1.69792,34
4472003,55.850666,1.69792,34
4477003,55.850666,1.69792,34
4482003,54.978001,1.80264,35
4487003,55.850666,1.69792,34
4492003,55.850666,1.69792,34
4497003,55.850666,1.69792,34
4502003,55.850666,1.69792,34
4507003,54.978001,1.80264,35
4512003,55.850666,1.69792,34
4517003,55.850666,1.69792,34
4522003,54.978001,1.80264,35
4527003,55.850666,1.69792,34
4532003,55.850666,1.69792,34
4537003,55.850666,1.69792,34
4542003,55.850666,1.69792,34
4547003,55.850666,1.69792,34
4552003,55.850666,1.69792,34
4557003,55.850666,1.69792,34
4562003,55.850666,1.69792,34
4567003,55.850666,1.69792,34
4572003,55.850666,1.69792,34
4577003,55.850666,1.69792,34
4582003,55.850666,1.69792,34
4587003,55.850666,1.69792,34
4592003,54.978001,1.80264,35
4597003,55.850666,1.69792,34
4602003,55.850666,1.69792,34
4607003,55.850666,1.69792,34
4612003,54.978001,1.80264,35
4617003,55.850666,1.69792,34
4622003,55.850666,1.69792,34
4627003,55.850666,1.69792,34
4632003,54.978001,1.80264,35
4637003,55.850666,1.69792,34
4642003,55.850666,1.69792,34
4647003,55.850666,1.69792,34
4652003,54.978001,1.80264,35
4657003,55.850666,1.69792,34
4662003,55.850666,1.69792,34
4667003,55.850666,1.69792,34
4672003,55.850666,1.69792,34
4677003,55.850666,1.69792,34
4682003,55.850666,1.69792,34
4687003,55.850666,1.69792,34
4692003,55.850666,1.69792,34
4697003,55.850666,1.69792,34
4702003,55.850666,1.69792,34
4707003,55.850666,1.69792,34
4712003,55.850666,1.69792,34
4717003,55.850666,1.69792,34
4722003,54.978001,1.80264,35
4727003,55.850666,1.69792,34
4732003,55.850666,1.69792,34
4737003,55.850666,1.69792,34
4742003,54.978001,1.80264,35
4747003,55.850666,1.69792,34
4752003,55.850666,1.69792,34
4757003,55.850666,1.69792,34
4762003,54.978001,1.80264,35
4767003,55.850666,1.69792,34
4772003,55.850666,1.69792,34
4777003,55.850666,1.69792,34
4782003,55.850666,1.69792,34
4787003,55.850666,1.69792,34
4792003,55.850666,1.69792,34
4797003,55.850666,1.69792,34
4802003,56.723331,1.59320,33
4807003,54.978001,1.80264,35
4812003,55.850666,1.69792,34
4817003,55.850666,1.69792,34
4822003,55.850666,1.69792,34
4827003,55.850666,1.69792,34
4832003,55.850666,1.69792,34
4837003,55.850666,1.69792,34
4842003,54.978001,1.80264,35
4847003,55.850666,1.69792,34
4852003,55.850666,1.69792,34
4857003,55.850666,1.69792,34
4862003,54.978001,1.80264,35
4867003,55.850666,1.69792,34
4872003,55.850666,1.69792,34
4877003,55.850666,1.69792,34
4882003,55.850666,1.69792,34
4887003,55.850666,1.69792,34
4892003,55.850666,1.69792,34
4897003,55.850666,1.69792,34
4902003,55.850666,1.69792,34
4907003,55.850666,1.69792,34
4912003,55.850666,1.69792,34
4917003,55.850666,1.69792,34
4922003,55.850666,1.69792,34
4927003,55.850666,1.69792,34
4932003,55.850666,1.69792,34
4937003,55.850666,1.69792,34
4942003,54.978001,1.80264,35
4947003,55.850666,1.69792,34
4952003,55.850666,1.69792,34
4957003,55.850666,1.69792,34
4962003,54.978001,1.80264,35
4967003,55.850666,1.69792,34
4972003,55.850666,1.69792,34
4977003,54.978001,1.80264,35
4982003,55.850666,1.69792,34
4987003,55.850666,1.69792,34
4992003,55.850666,1.69792,34
4997003,55.850666,1.69792,34
5002003,55.850666,1.69792,34
5007003,55.850666,1.69792,34
5012003,55.850666,1.69792,34
5017003,55.850666,1.69792,34
5022003,55.850666,1.69792,34
5027003,55.850666,1.69792,34
5032003,55.850666,1.69792,34
5037003,55.850666,1.69792,34
5042003,54.978001,1.80264,35
5047003,55.850666,1.69792,34
5052003,55.850666,1.69792,34
5057003,55.850666,1.69792,34
5062003,55.850666,1.69792,34
5067003,54.978001,1.80264,35
5072003,55.850666,1.69792,34
5077003,55.850666,1.69792,34
5082003,54.978001,1.80264,35
5087003,55.850666,1.69792,34
5092003,55.850666,1.69792,34
5097003,55.850666,1.69792,34
5102003,55.850666,1.69792,34
5107003,54.978001,1.80264,35
5112003,55.850666,1.69792,34
5117003,55.850666,1.69792,34
5122003,55.850666,1.69792,34
5127003,56.723331,1.59320,33
5132003,55.850666,1.69792,34
5137003,55.850666,1.69792,34
5142003,55.850666,1.69792,34
5147003,55.850666,1.69792,34
5152003,54.978001,1.80264,35
5157003,55.850666,1.69792,34
5162003,55.850666,1.69792,34
5167003,55.850666,1.69792,34
5172003,55.850666,1.69792,34
5177003,54.978001,1.80264,35
5182003,55.850666,1.69792,34
5187003,55.850666,1.69792,34
5192003,55.850666,1.69792,34
5197003,54.978001,1.80264,35
5202003,55.850666,1.69792,34
5207003,55.850666,1.69792,34
5212003,55.850666,1.69792,34
5217003,55.850666,1.69792,34
5222003,55.850666,1.69792,34
5227003,55.850666,1.69792,34
5232003,55.850666,1.69792,34
5237003,55.850666,1.69792,34
5242003,55.850666,1.69792,34
5247003,55.850666,1.69792,34
5252003,55.850666,1.69792,34
5257003,55.850666,1.69792,34
5262003,55.850666,1.69792,34
5267003,55.850666,1.69792,34
5272003,54.978001,1.80264,35
5277003,55.850666,1.69792,34
5282003,55.850666,1.69792,34
5287003,55.850666,1.69792,34
5292003,55.850666,1.69792,34
5297003,54.978001,1.80264,35
5302003,55.850666,1.69792,34
5307003,55.850666,1.69792,34
5312003,55.850666,1.69792,34
5317003,54.978001,1.80264,35
5322003,55.850666,1.69792,34
5327003,55.850666,1.69792,34
5332003,55.850666,1.69792,34
5337003,55.850666,1.69792,34
5342003,55.850666,1.69792,34
5347003,55.850666,1.69792,34
5352003,55.850666,1.69792,34
5357003,55.850666,1.69792,34
5362003,55.850666,1.69792,34
5367003,55.850666,1.69792,34
5372003,55.850666,1.69792,34
5377003,55.850666,1.69792,34
5382003,55.850666,1.69792,34
5387003,55.850666,1.69792,34
5392003,54.978001,1.80264,35
5397003,55.850666,1.69792,34
5402003,55.850666,1.69792,34
5407003,55.850666,1.69792,34
5412003,54.978001,1.80264,35
5417003,55.850666,1.69792,34
5422003,55.850666,1.69792,34
5427003,54.978001,1.80264,35
5432003,55.850666,1.69792,34
5437003,55.850666,1.69792,34
5442003,55.850666,1.69792,34
5447003,55.850666,1.69792,34
5452003,55.850666,1.69792,34
5457003,55.850666,1.69792,34
5462003,55.850666,1.69792,34
5467003,55.850666,1.69792,34
5472003,55.850666,1.69792,34
5477003,55.850666,1.69792,34
5482003,55.850666,1.69792,34
5487003,54.978001,1.80264,35
5492003,55.850666,1.69792,34
5497003,55.850666,1.69792,34
5502003,55.850666,1.69792,34
5507003,55.850666,1.69792,34
5512003,54.978001,1.80264,35
5517003,55.850666,1.69792,34
5522003,55.850666,1.69792,34
5527003,54.978001,1.80264,35
5532003,55.850666,1.69792,34
5537003,55.850666,1.69792,34
5542003,55.850666,1.69792,34
5547003,54.978001,1.80264,35
5552003,55.850666,1.69792,34
5557003,55.850666,1.69792,34
5562003,55.850666,1.69792,34
5567003,55.850666,1.69792,34
5572003,55.850666,1.69792,34
5577003,55.850666,1.69792,34
5582003,55.850666,1.69792,34
5587003,55.850666,1.69792,34
5592003,55.850666,1.69792,34
5597003,55.850666,1.69792,34
5602003,55.850666,1.69792,34
5607003,55.850666,1.69792,34
5612003,54.978001,1.80264,35
5617003,55.850666,1.69792,34
5622003,55.850666,1.69792,34
5627003,55.850666,1.69792,34
5632003,54.978001,1.80264,35
5637003,55.850666,1.69792,34
5642003,55.850666,1.69792,34
5647003,54.978001,1.80264,35
5652003,55.850666,1.69792,34
5657003,55.850666,1.69792,34
