
Time_us,Speed_rad_per_s,Control_Voltage,PWM_Command
5662003,55.850666,1.69792,34
5667003,54.978001,1.80264,35
5672003,55.850666,1.69792,34
5677003,55.850666,1.69792,34
5682003,55.850666,1.69792,34
5687003,55.850666,1.69792,34
5692003,55.850666,1.69792,34
5697003,55.850666,1.69792,34
5702003,55.850666,1.69792,34
5707003,55.850666,1.69792,34
5712003,55.850666,1.69792,34
5717003,55.850666,1.69792,34
5722003,55.850666,1.69792,34
5727003,55.850666,1.69792,34
5732003,54.978001,1.80264,35
5737003,55.850666,1.69792,34
5742003,55.850666,1.69792,34
5747003,55.850666,1.69792,34
5752003,54.978001,1.80264,35
5757003,55.850666,1.69792,34
5762003,55.850666,1.69792,34
5767003,54.978001,1.80264,35
5772003,55.850666,1.69792,34
5777003,55.850666,1.69792,34
5782003,55.850666,1.69792,34
5787003,55.850666,1.69792,34
5792003,55.850666,1.69792,34
5797003,55.850666,1.69792,34
5802003,55.850666,1.69792,34
5807003,55.850666,1.69792,34
5812003,55.850666,1.69792,34
5817003,55.850666,1.69792,34
5822003,55.850666,1.69792,34
5827003,55.850666,1.69792,34
5832003,54.978001,1.80264,35
5837003,55.850666,1.69792,34
5842003,55.850666,1.69792,34
5847003,55.850666,1.69792,34
5852003,54.978001,1.80264,35
5857003,55.850666,1.69792,34
5862003,55.850666,1.69792,34
5867003,54.978001,1.80264,35
5872003,55.850666,1.69792,34
5877003,55.850666,1.69792,34
5882003,55.850666,1.69792,34
5887003,54.978001,1.80264,35
5892003,55.850666,1.69792,34
5897003,55.850666,1.69792,34
5902003,55.850666,1.69792,34
5907003,55.850666,1.69792,34
5912003,55.850666,1.69792,34
5917003,55.850666,1.69792,34
5922003,55.850666,1.69792,34
5927003,55.850666,1.69792,34
5932003,55.850666,1.69792,34
5937003,55.850666,1.69792,34
5942003,54.978001,1.80264,35
5947003,55.850666,1.69792,34
5952003,55.850666,1.69792,34
5957003,55.850666,1.69792,34
5962003,54.978001,1.80264,35
5967003,55.850666,1.69792,34
5972003,55.850666,1.69792,34
5977003,54.978001,1.80264,35
5982003,55.850666,1.69792,34
5987003,55.850666,1.69792,34
5992003,54.978001,1.80264,35
5997003,55.850666,1.69792,34
6002003,55.850666,1.69792,34
6007003,55.850666,1.69792,34
6012003,54.978001,1.80264,35
6017003,55.850666,1.69792,34
6022003,55.850666,1.69792,34
6027003,55.850666,1.69792,34
6032003,55.850666,1.69792,34
6037003,55.850666,1.69792,34
6042003,55.850666,1.69792,34
6047003,55.850666,1.69792,34
6052003,55.850666,1.69792,34
6057003,55.850666,1.69792,34
6062003,55.850666,1.69792,34
6067003,54.978001,1.80264,35
6072003,55.850666,1.69792,34
6077003,55.850666,1.69792,34
6082003,54.978001,1.80264,35
6087003,55.850666,1.69792,34
6092003,55.850666,1.69792,34
6097003,54.978001,1.80264,35
6102003,55.850666,1.69792,34
6107003,55.850666,1.69792,34
6112003,55.850666,1.69792,34
6117003,54.978001,1.80264,35
6122003,55.850666,1.69792,34
6127003,55.850666,1.69792,34
6132003,55.850666,1.69792,34
6137003,55.850666,1.69792,34
6142003,55.850666,1.69792,34
6147003,55.850666,1.69792,34
6152003,55.850666,1.69792,34
6157003,55.850666,1.69792,34
6162003,55.850666,1.69792,34
6167003,55.850666,1.69792,34
6172003,55.850666,1.69792,34
6177003,54.978001,1.80264,35
6182003,55.850666,1.69792,34
6187003,55.850666,1.69792,34
6192003,55.850666,1.69792,34
6197003,54.978001,1.80264,35
6202003,55.850666,1.69792,34
6207003,55.850666,1.69792,34
6212003,54.978001,1.80264,35
6217003,55.850666,1.69792,34
6222003,55.850666,1.69792,34
6227003,55.850666,1.69792,34
6232003,54.978001,1.80264,35
6237003,55.850666,1.69792,34
6242003,55.850666,1.69792,34
6247003,55.850666,1.69792,34
6252003,55.850666,1.69792,34
6257003,55.850666,1.69792,34
6262003,55.850666,1.69792,34
6267003,55.850666,1.69792,34
6272003,55.850666,1.69792,34
6277003,55.850666,1.69792,34
6282003,55.850666,1.69792,34
6287003,55.850666,1.69792,34
6292003,54.978001,1.80264,35
6297003,55.850666,1.69792,34
6302003,55.850666,1.69792,34
6307003,55.850666,1.69792,34
6312003,54.978001,1.80264,35
6317003,55.850666,1.69792,34
6322003,55.850666,1.69792,34
6327003,54.978001,1.80264,35
6332003,55.850666,1.69792,34
6337003,55.850666,1.69792,34
6342003,55.850666,1.69792,34
6347003,55.850666,1.69792,34
6352003,55.850666,1.69792,34
6357003,55.850666,1.69792,34
6362003,54.978001,1.80264,35
6367003,56.723331,1.59320,33
6372003,55.850666,1.69792,34
6377003,55.850666,1.69792,34
6382003,54.978001,1.80264,35
6387003,55.850666,1.69792,34
6392003,55.850666,1.69792,34
6397003,55.850666,1.69792,34
6402003,55.850666,1.69792,34
6407003,55.850666,1.69792,34
6412003,54.978001,1.80264,35
6417003,55.850666,1.69792,34
6422003,55.850666,1.69792,34
6427003,54.978001,1.80264,35
6432003,55.850666,1.69792,34
6437003,55.850666,1.69792,34
6442003,54.978001,1.80264,35
6447003,55.850666,1.69792,34
6452003,55.850666,1.69792,34
6457003,55.850666,1.69792,34
6462003,55.850666,1.69792,34
6467003,55.850666,1.69792,34
6472003,55.850666,1.69792,34
6477003,55.850666,1.69792,34
6482003,55.850666,1.69792,34
6487003,55.850666,1.69792,34
6492003,55.850666,1.69792,34
6497003,55.850666,1.69792,34
6502003,54.978001,1.80264,35
6507003,55.850666,1.69792,34
6512003,55.850666,1.69792,34
6517003,55.850666,1.69792,34
6522003,54.978001,1.80264,35
6527003,55.850666,1.69792,34
6532003,55.850666,1.69792,34
6537003,55.850666,1.69792,34
6542003,54.978001,1.80264,35
6547003,55.850666,1.69792,34
6552003,55.850666,1.69792,34
6557003,54.978001,1.80264,35
6562003,55.850666,1.69792,34
6567003,55.850666,1.69792,34
6572003,55.850666,1.69792,34
6577003,55.850666,1.69792,34
6582003,54.978001,1.80264,35
6587003,55.850666,1.69792,34
6592003,55.850666,1.69792,34
6597003,55.850666,1.69792,34
6602003,55.850666,1.69792,34
6607003,55.850666,1.69792,34
6612003,55.850666,1.69792,34
6617003,55.850666,1.69792,34
6622003,55.850666,1.69792,34
6627003,55.850666,1.69792,34
6632003,54.978001,1.80264,35
6637003,55.850666,1.69792,34
6642003,55.850666,1.69792,34
6647003,55.850666,1.69792,34
6652003,54.978001,1.80264,35
6657003,55.850666,1.69792,34
6662003,55.850666,1.69792,34
6667003,54.978001,1.80264,35
6672003,55.850666,1.69792,34
6677003,55.850666,1.69792,34
6682003,55.850666,1.69792,34
6687003,54.978001,1.80264,35
6692003,55.850666,1.69792,34
6697003,55.850666,1.69792,34
6702003,55.850666,1.69792,34
6707003,55.850666,1.69792,34
6712003,55.850666,1.69792,34
6717003,55.850666,1.69792,34
6722003,55.850666,1.69792,34
6727003,55.850666,1.69792,34
6732003,55.850666,1.69792,34
6737003,55.850666,1.69792,34
6742003,54.978001,1.80264,35
6747003,55.850666,1.69792,34
6752003,55.850666,1.69792,34
6757003,55.850666,1.69792,34
6762003,54.978001,1.80264,35
6767003,55.850666,1.69792,34
6772003,55.850666,1.69792,34
6777003,54.978001,1.80264,35
6782003,55.850666,1.69792,34
6787003,55.850666,1.69792,34
6792003,55.850666,1.69792,34
6797003,54.978001,1.80264,35
6802003,55.850666,1.69792,34
6807003,55.850666,1.69792,34
6812003,55.850666,1.69792,34
6817003,55.850666,1.69792,34
6822003,55.850666,1.69792,34
6827003,55.850666,1.69792,34
6832003,55.850666,1.69792,34
6837003,55.850666,1.69792,34
6842003,55.850666,1.69792,34
6847003,55.850666,1.69792,34
6852003,55.850666,1.69792,34
6857003,54.978001,1.80264,35
6862003,55.850666,1.69792,34
6867003,55.850666,1.69792,34
6872003,55.850666,1.69792,34
6877003,54.978001,1.80264,35
6882003,55.850666,1.69792,34
6887003,55.850666,1.69792,34
6892003,54.978001,1.80264,35
6897003,55.850666,1.69792,34
6902003,55.850666,1.69792,34
6907003,55.850666,1.69792,34
6912003,55.850666,1.69792,34
6917003,54.978001,1.80264,35
6922003,55.850666,1.69792,34
6927003,55.850666,1.69792,34
6932003,55.850666,1.69792,34
6937003,55.850666,1.69792,34
6942003,55.850666,1.69792,34
6947003,55.850666,1.69792,34
6952003,55.850666,1.69792,34
6957003,55.850666,1.69792,34
6962003,55.850666,1.69792,34
6967003,55.850666,1.69792,34
6972003,54.978001,1.80264,35
6977003,55.850666,1.69792,34
6982003,55.850666,1.69792,34
6987003,54.978001,1.80264,35
6992003,55.850666,1.69792,34
6997003,55.850666,1.69792,34
7002003,55.850666,1.69792,34
7007003,54.978001,1.80264,35
7012003,55.850666,1.69792,34
7017003,55.850666,1.69792,34
7022003,55.850666,1.69792,34
7027003,54.978001,1.80264,35
7032003,55.850666,1.69792,34
7037003,55.850666,1.69792,34
7042003,55.850666,1.69792,34
7047003,55.850666,1.69792,34
7052003,55.850666,1.69792,34
7057003,55.850666,1.69792,34
7062003,55.850666,1.69792,34
7067003,55.850666,1.69792,34
7072003,55.850666,1.69792,34
7077003,55.850666,1.69792,34
7082003,55.850666,1.69792,34
7087003,54.978001,1.80264,35
7092003,55.850666,1.69792,34
7097003,55.850666,1.69792,34
7102003,54.978001,1.80264,35
7107003,55.850666,1.69792,34
7112003,55.850666,1.69792,34
7117003,54.978001,1.80264,35
7122003,55.850666,1.69792,34
7127003,55.850666,1.69792,34
7132003,55.850666,1.69792,34
7137003,55.850666,1.69792,34
7142003,54.978001,1.80264,35
7147003,55.850666,1.69792,34
7152003,55.850666,1.69792,34
7157003,55.850666,1.69792,34
7162003,55.850666,1.69792,34
7167003,55.850666,1.69792,34
7172003,55.850666,1.69792,34
7177003,55.850666,1.69792,34
7182003,55.850666,1.69792,34
7187003,55.850666,1.69792,34
7192003,55.850666,1.69792,34
7197003,54.978001,1.80264,35
7202003,55.850666,1.69792,34
7207003,55.850666,1.69792,34
7212003,54.978001,1.80264,35
7217003,55.850666,1.69792,34
7222003,55.850666,1.69792,34
7227003,54.978001,1.80264,35
7232003,55.850666,1.69792,34
7237003,55.850666,1.69792,34
7242003,55.850666,1.69792,34
7247003,54.978001,1.80264,35
7252003,55.850666,1.69792,34
7257003,55.850666,1.69792,34
7262003,55.850666,1.69792,34
7267003,55.850666,1.69792,34
7272003,55.850666,1.69792,34
7277003,55.850666,1.69792,34
7282003,55.850666,1.69792,34
7287003,55.850666,1.69792,34
7292003,55.850666,1.69792,34
7297003,55.850666,1.69792,34
7302003,55.850666,1.69792,34
7307003,54.978001,1.80264,35
7312003,55.850666,1.69792,34
7317003,55.850666,1.69792,34
7322003,55.850666,1.69792,34
7327003,54.978001,1.80264,35
7332003,55.850666,1.69792,34
7337003,55.850666,1.69792,34
7342003,54.978001,1.80264,35
7347003,55.850666,1.69792,34
7352003,55.850666,1.69792,34
7357003,55.850666,1.69792,34
7362003,55.850666,1.69792,34
7367003,55.850666,1.69792,34
7372003,55.850666,1.69792,34
7377003,55.850666,1.69792,34
7382003,55.850666,1.69792,34
7387003,55.850666,1.69792,34
7392003,55.850666,1.69792,34
7397003,55.850666,1.69792,34
7402003,55.850666,1.69792,34
7407003,54.978001,1.80264,35
7412003,55.850666,1.69792,34
7417003,55.850666,1.69792,34
7422003,55.850666,1.69792,34
7427003,55.850666,1.69792,34
7432003,55.850666,1.69792,34
7437003,54.978001,1.80264,35
7442003,55.850666,1.69792,34
7447003,55.850666,1.69792,34
7452003,54.978001,1.80264,35
7457003,55.850666,1.69792,34
7462003,55.850666,1.69792,34
7467003,55.850666,1.69792,34
7472003,55.850666,1.69792,34
7477003,55.850666,1.69792,34
7482003,55.850666,1.69792,34
7487003,55.850666,1.69792,34
7492003,55.850666,1.69792,34
7497003,55.850666,1.69792,34
7502003,55.850666,1.69792,34
7507003,55.850666,1.69792,34
7512003,55.850666,1.69792,34
7517003,55.850666,1.69792,34
7522003,54.978001,1.80264,35
7527003,55.850666,1.69792,34
7532003,55.850666,1.69792,34
7537003,55.850666,1.69792,34
7542003,55.850666,1.69792,34
7547003,54.978001,1.80264,35
7552003,55.850666,1.69792,34
7557003,55.850666,1.69792,34
7562003,54.978001,1.80264,35
7567003,55.850666,1.69792,34
7572003,55.850666,1.69792,34
7577003,55.850666,1.69792,34
7582003,55.850666,1.69792,34
7587003,54.978001,1.80264,35
7592003,55.850666,1.69792,34
7597003,55.850666,1.69792,34
7602003,55.850666,1.69792,34
7607003,55.850666,1.69792,34
7612003,56.723331,1.59320,33
7617003,55.850666,1.69792,34
7622003,55.850666,1.69792,34
7627003,54.978001,1.80264,35
7632003,55.850666,1.69792,34
7637003,55.850666,1.69792,34
7642003,55.850666,1.69792,34
7647003,55.850666,1.69792,34
7652003,55.850666,1.69792,34
7657003,54.978001,1.80264,35
7662003,55.850666,1.69792,34
7667003,55.850666,1.69792,34
7672003,54.978001,1.80264,35
7677003,55.850666,1.69792,34
7682003,55.850666,1.69792,34
7687003,55.850666,1.69792,34
7692003,54.978001,1.80264,35
7697003,55.850666,1.69792,34
7702003,55.850666,1.69792,34
7707003,55.850666,1.69792,34
7712003,55.850666,1.69792,34
7717003,55.850666,1.69792,34
7722003,55.850666,1.69792,34
7727003,55.850666,1.69792,34
7732003,55.850666,1.69792,34
7737003,55.850666,1.69792,34
7742003,55.850666,1.69792,34
7747003,55.850666,1.69792,34
7752003,55.850666,1.69792,34
7757003,55.850666,1.69792,34
7762003,55.850666,1.69792,34
7767003,55.850666,1.69792,34
7772003,54.978001,1.80264,35
7777003,55.850666,1.69792,34
7782003,55.850666,1.69792,34
7787003,54.978001,1.80264,35
7792003,55.850666,1.69792,34
7797003,55.850666,1.69792,34
7802003,55.850666,1.69792,34
7807003,55.850666,1.69792,34
7812003,55.850666,1.69792,34
7817003,55.850666,1.69792,34
7822003,54.978001,1.80264,35
7827003,56.723331,1.59320,33
7832003,55.850666,1.69792,34
7837003,55.850666,1.69792,34
7842003,55.850666,1.69792,34
7847003,55.850666,1.69792,34
7852003,55.850666,1.69792,34
7857003,55.850666,1.69792,34
7862003,55.850666,1.69792,34
7867003,54.978001,1.80264,35
7872003,55.850666,1.69792,34
7877003,55.850666,1.69792,34
7882003,55.850666,1.69792,34
7887003,55.850666,1.69792,34
7892003,54.978001,1.80264,35
7897003,55.850666,1.69792,34
7902003,55.850666,1.69792,34
7907003,55.850666,1.69792,34
7912003,55.850666,1.69792,34
7917003,54.978001,1.80264,35
7922003,55.850666,1.69792,34
7927003,55.850666,1.69792,34
7932003,55.850666,1.69792,34
7937003,55.850666,1.69792,34
7942003,55.850666,1.69792,34
7947003,56.723331,1.59320,33
7952003,55.850666,1.69792,34
7957003,55.850666,1.69792,34
7962003,55.850666,1.69792,34
7967003,55.850666,1.69792,34
7972003,54.978001,1.80264,35
7977003,55.850666,1.69792,34
7982003,55.850666,1.69792,34
7987003,55.850666,1.69792,34
7992003,55.850666,1.69792,34
7997003,54.978001,1.80264,35
8002003,55.850666,1.69792,34
8007003,55.850666,1.69792,34
8012003,55.850666,1.69792,34
8017003,54.978001,1.80264,35
8022003,55.850666,1.69792,34
8027003,55.850666,1.69792,34
8032003,55.850666,1.69792,34
8037003,55.850666,1.69792,34
8042003,55.850666,1.69792,34
8047003,55.850666,1.69792,34
8052003,55.850666,1.69792,34
8057003,55.850666,1.69792,34
8062003,55.850666,1.69792,34
8067003,55.850666,1.69792,34
8072003,55.850666,1.69792,34
8077003,55.850666,1.69792,34
8082003,55.850666,1.69792,34
8087003,55.850666,1.69792,34
8092003,54.978001,1.80264,35
8097003,55.850666,1.69792,34
8102003,55.850666,1.69792,34
8107003,55.850666,1.69792,34
8112003,54.978001,1.80264,35
8117003,55.850666,1.69792,34
8122003,55.850666,1.69792,34
8127003,55.850666,1.69792,34
8132003,54.978001,1.80264,35
8137003,55.850666,1.69792,34
8142003,55.850666,1.69792,34
8147003,55.850666,1.69792,34
8152003,55.850666,1.69792,34
8157003,55.850666,1.69792,34
8162003,55.850666,1.69792,34
8167003,55.850666,1.69792,34
8172003,55.850666,1.69792,34
8177003,55.850666,1.69792,34
8182003,55.850666,1.69792,34
8187003,55.850666,1.69792,34
8192003,55.850666,1.69792,34
8197003,54.978001,1.80264,35
8202003,55.850666,1.69792,34
8207003,55.850666,1.69792,34
8212003,55.850666,1.69792,34
8217003,55.850666,1.69792,34
8222003,54.978001,1.80264,35
8227003,55.850666,1.69792,34
8232003,55.850666,1.69792,34
8237003,55.850666,1.69792,34
8242003,54.978001,1.80264,35
8247003,55.850666,1.69792,34
8252003,55.850666,1.69792,34
8257003,55.850666,1.69792,34
8262003,55.850666,1.69792,34
8267003,54.978001,1.80264,35
8272003,55.850666,1.69792,34
8277003,55.850666,1.69792,34
8282003,56.723331,1.59320,33
8287003,55.850666,1.69792,34
8292003,55.850666,1.69792,34
8297003,55.850666,1.69792,34
8302003,55.850666,1.69792,34
8307003,55.850666,1.69792,34
8312003,54.978001,1.80264,35
8317003,55.850666,1.69792,34
8322003,55.850666,1.69792,34
8327003,55.850666,1.69792,34
8332003,55.850666,1.69792,34
8337003,54.978001,1.80264,35
8342003,55.850666,1.69792,34
8347003,55.850666,1.69792,34
8352003,55.850666,1.69792,34
8357003,54.978001,1.80264,35
8362003,55.850666,1.69792,34
8367003,55.850666,1.69792,34
8372003,55.850666,1.69792,34
8377003,55.850666,1.69792,34
8382003,55.850666,1.69792,34
8387003,55.850666,1.69792,34
8392003,55.850666,1.69792,34
8397003,55.850666,1.69792,34
8402003,55.850666,1.69792,34
8407003,55.850666,1.69792,34
8412003,55.850666,1.69792,34
8417003,55.850666,1.69792,34
8422003,55.850666,1.69792,34
8427003,54.978001,1.80264,35
8432003,55.850666,1.69792,34
8437003,55.850666,1.69792,34
8442003,55.850666,1.69792,34
8447003,54.978001,1.80264,35
8452003,55.850666,1.69792,34
8457003,55.850666,1.69792,34
8462003,54.978001,1.80264,35
8467003,55.850666,1.69792,34
8472003,55.850666,1.69792,34
8477003,55.850666,1.69792,34
8482003,54.978001,1.80264,35
8487003,55.850666,1.69792,34
8492003,55.850666,1.69792,34
8497003,55.850666,1.69792,34
8502003,55.850666,1.69792,34
8507003,55.850666,1.69792,34
8512003,55.850666,1.69792,34
8517003,55.850666,1.69792,34
8522003,55.850666,1.69792,34
8527003,55.850666,1.69792,34
8532003,55.850666,1.69792,34
8537003,55.850666,1.69792,34
8542003,54.978001,1.80264,35
8547003,55.850666,1.69792,34
8552003,55.850666,1.69792,34
8557003,54.978001,1.80264,35
8562003,55.850666,1.69792,34
8567003,55.850666,1.69792,34
8572003,55.850666,1.69792,34
8577003,54.978001,1.80264,35
8582003,55.850666,1.69792,34
8587003,55.850666,1.69792,34
8592003,54.978001,1.80264,35
8597003,55.850666,1.69792,34
8602003,55.850666,1.69792,34
8607003,55.850666,1.69792,34
8612003,55.850666,1.69792,34
8617003,55.850666,1.69792,34
8622003,55.850666,1.69792,34
8627003,55.850666,1.69792,34
8632003,55.850666,1.69792,34
8637003,55.850666,1.69792,34
8642003,54.978001,1.80264,35
8647003,55.850666,1.69792,34
8652003,55.850666,1.69792,34
8657003,55.850666,1.69792,34
8662003,55.850666,1.69792,34
8667003,54.978001,1.80264,35
8672003,55.850666,1.69792,34
8677003,55.850666,1.69792,34
8682003,55.850666,1.69792,34
8687003,54.978001,1.80264,35
8692003,55.850666,1.69792,34
8697003,55.850666,1.69792,34
8702003,54.978001,1.80264,35
8707003,55.850666,1.69792,34
8712003,55.850666,1.69792,34
8717003,55.850666,1.69792,34
8722003,55.850666,1.69792,34
8727003,55.850666,1.69792,34
8732003,55.850666,1.69792,34
8737003,55.850666,1.69792,34
8742003,55.850666,1.69792,34
8747003,55.850666,1.69792,34
8752003,55.850666,1.69792,34
8757003,55.850666,1.69792,34
8762003,54.978001,1.80264,35
8767003,55.850666,1.69792,34
8772003,55.850666,1.69792,34
8777003,55.850666,1.69792,34
8782003,55.850666,1.69792,34
8787003,54.978001,1.80264,35
8792003,55.850666,1.69792,34
8797003,55.850666,1.69792,34
8802003,54.978001,1.80264,35
8807003,55.850666,1.69792,34
8812003,55.850666,1.69792,34
8817003,55.850666,1.69792,34
8822003,54.978001,1.80264,35
8827003,55.850666,1.69792,34
8832003,55.850666,1.69792,34
8837003,55.850666,1.69792,34
8842003,55.850666,1.69792,34
8847003,55.850666,1.69792,34
8852003,55.850666,1.69792,34
8857003,55.850666,1.69792,34
8862003,55.850666,1.69792,34
8867003,55.850666,1.69792,34
8872003,55.850666,1.69792,34
8877003,55.850666,1.69792,34
8882003,54.978001,1.80264,35
8887003,55.850666,1.69792,34
8892003,55.850666,1.69792,34
8897003,55.850666,1.69792,34
8902003,54.978001,1.80264,35
8907003,55.850666,1.69792,34
8912003,55.850666,1.69792,34
8917003,55.850666,1.69792,34
8922003,54.978001,1.80264,35
8927003,55.850666,1.69792,34
8932003,55.850666,1.69792,34
8937003,55.850666,1.69792,34
8942003,54.978001,1.80264,35
8947003,55.850666,1.69792,34
8952003,55.850666,1.69792,34
8957003,55.850666,1.69792,34
8962003,55.850666,1.69792,34
8967003,55.850666,1.69792,34
8972003,55.850666,1.69792,34
8977003,55.850666,1.69792,34
8982003,55.850666,1.69792,34
8987003,55.850666,1.69792,34
8992003,55.850666,1.69792,34
8997003,55.850666,1.69792,34
9002003,54.978001,1.80264,35
9007003,55.850666,1.69792,34
9012003,55.850666,1.69792,34
9017003,55.850666,1.69792,34
9022003,54.978001,1.80264,35
9027003,55.850666,1.69792,34
9032003,55.850666,1.69792,34
9037003,54.978001,1.80264,35
9042003,55.850666,1.69792,34
9047003,55.850666,1.69792,34
9052003,55.850666,1.69792,34
9057003,55.850666,1.69792,34
9062003,54.978001,1.80264,35
9067003,55.850666,1.69792,34
9072003,55.850666,1.69792,34
9077003,55.850666,1.69792,34
9082003,55.850666,1.69792,34
9087003,55.850666,1.69792,34
9092003,55.850666,1.69792,34
9097003,55.850666,1.69792,34
9102003,55.850666,1.69792,34
9107003,55.850666,1.69792,34
9112003,54.978001,1.80264,35
9117003,55.850666,1.69792,34
9122003,55.850666,1.69792,34
9127003,55.850666,1.69792,34
9132003,54.978001,1.80264,35
9137003,55.850666,1.69792,34
9142003,55.850666,1.69792,34
9147003,54.978001,1.80264,35
9152003,55.850666,1.69792,34
9157003,55.850666,1.69792,34
9162003,55.850666,1.69792,34
9167003,54.978001,1.80264,35
9172003,55.850666,1.69792,34
9177003,55.850666,1.69792,34
9182003,55.850666,1.69792,34
9187003,55.850666,1.69792,34
9192003,55.850666,1.69792,34
9197003,55.850666,1.69792,34
9202003,55.850666,1.69792,34
9207003,55.850666,1.69792,34
9212003,55.850666,1.69792,34
9217003,55.850666,1.69792,34
9222003,54.978001,1.80264,35
9227003,55.850666,1.69792,34
9232003,55.850666,1.69792,34
9237003,55.850666,1.69792,34
9242003,54.978001,1.80264,35
9247003,55.850666,1.69792,34
9252003,55.850666,1.69792,34
9257003,54.978001,1.80264,35
9262003,55.850666,1.69792,34
9267003,55.850666,1.69792,34
9272003,55.850666,1.69792,34
9277003,54.978001,1.80264,35
9282003,55.850666,1.69792,34
9287003,55.850666,1.69792,34
9292003,55.850666,1.69792,34
9297003,55.850666,1.69792,34
9302003,55.850666,1.69792,34
9307003,55.850666,1.69792,34
9312003,55.850666,1.69792,34
9317003,55.850666,1.69792,34
9322003,55.850666,1.69792,34
9327003,55.850666,1.69792,34
9332003,55.850666,1.69792,34
9337003,55.850666,1.69792,34
9342003,54.978001,1.80264,35
9347003,55.850666,1.69792,34
9352003,55.850666,1.69792,34
9357003,54.978001,1.80264,35
9362003,55.850666,1.69792,34
9367003,55.850666,1.69792,34
9372003,54.978001,1.80264,35
9377003,55.850666,1.69792,34
9382003,55.850666,1.69792,34
9387003,55.850666,1.69792,34
9392003,55.850666,1.69792,34
9397003,55.850666,1.69792,34
9402003,55.850666,1.69792,34
9407003,55.850666,1.69792,34
9412003,55.850666,1.69792,34
9417003,55.850666,1.69792,34
9422003,55.850666,1.69792,34
9427003,55.850666,1.69792,34
9432003,54.978001,1.80264,35
9437003,55.850666,1.69792,34
9442003,55.850666,1.69792,34
9447003,55.850666,1.69792,34
9452003,55.850666,1.69792,34
9457003,54.978001,1.80264,35
9462003,55.850666,1.69792,34
9467003,55.850666,1.69792,34
9472003,55.850666,1.69792,34
9477003,54.978001,1.80264,35
9482003,55.850666,1.69792,34
9487003,55.850666,1.69792,34
9492003,54.978001,1.80264,35
9497003,55.850666,1.69792,34
9502003,55.850666,1.69792,34
9507003,55.850666,1.69792,34
9512003,55.850666,1.69792,34
9517003,55.850666,1.69792,34
9522003,55.850666,1.69792,34
9527003,55.850666,1.69792,34
9532003,55.850666,1.69792,34
9537003,55.850666,1.69792,34
9542003,55.850666,1.69792,34
9547003,55.850666,1.69792,34
9552003,54.978001,1.80264,35
9557003,55.850666,1.69792,34
9562003,55.850666,1.69792,34
9567003,55.850666,1.69792,34
9572003,54.978001,1.80264,35
9577003,55.850666,1.69792,34
9582003,55.850666,1.69792,34
9587003,54.978001,1.80264,35
9592003,55.850666,1.69792,34
9597003,55.850666,1.69792,34
9602003,54.978001,1.80264,35
9607003,55.850666,1.69792,34
9612003,55.850666,1.69792,34
9617003,55.850666,1.69792,34
9622003,55.850666,1.69792,34
9627003,54.978001,1.80264,35
9632003,55.850666,1.69792,34
9637003,55.850666,1.69792,34
9642003,55.850666,1.69792,34
9647003,55.850666,1.69792,34
9652003,55.850666,1.69792,34
9657003,55.850666,1.69792,34
9662003,55.850666,1.69792,34
9667003,55.850666,1.69792,34
9672003,55.850666,1.69792,34
9677003,54.978001,1.80264,35
9682003,55.850666,1.69792,34
9687003,55.850666,1.69792,34
9692003,54.978001,1.80264,35
9697003,55.850666,1.69792,34
9702003,55.850666,1.69792,34
9707003,54.978001,1.80264,35
9712003,55.850666,1.69792,34
9717003,55.850666,1.69792,34
9722003,54.978001,1.80264,35
9727003,55.850666,1.69792,34
9732003,55.850666,1.69792,34
9737003,55.850666,1.69792,34
9742003,55.850666,1.69792,34
9747003,55.850666,1.69792,34
9752003,55.850666,1.69792,34
9757003,55.850666,1.69792,34
9762003,55.850666,1.69792,34
9767003,55.850666,1.69792,34
9772003,55.850666,1.69792,34
9777003,55.850666,1.69792,34
9782003,54.978001,1.80264,35
9787003,55.850666,1.69792,34
9792003,55.850666,1.69792,34
9797003,54.978001,1.80264,35
9802003,55.850666,1.69792,34
9807003,55.850666,1.69792,34
9812003,55.850666,1.69792,34
9817003,54.978001,1.80264,35
9822003,55.850666,1.69792,34
9827003,55.850666,1.69792,34
9832003,54.978001,1.80264,35
9837003,55.850666,1.69792,34
9842003,55.850666,1.69792,34
9847003,55.850666,1.69792,34
9852003,55.850666,1.69792,34
9857003,55.850666,1.69792,34
9862003,55.850666,1.69792,34
9867003,55.850666,1.69792,34
9872003,55.850666,1.69792,34
9877003,55.850666,1.69792,34
9882003,55.850666,1.69792,34
9887003,54.978001,1.80264,35
9892003,55.850666,1.69792,34
9897003,55.850666,1.69792,34
9902003,55.850666,1.69792,34
9907003,54.978001,1.80264,35
9912003,55.850666,1.69792,34
9917003,55.850666,1.69792,34
9922003,55.850666,1.69792,34
9927003,54.978001,1.80264,35
9932003,55.850666,1.69792,34
9937003,55.850666,1.69792,34
9942003,54.978001,1.80264,35
9947003,55.850666,1.69792,34
9952003,55.850666,1.69792,34
9957003,55.850666,1.69792,34
9962003,55.850666,1.69792,34
9967003,55.850666,1.69792,34
9972003,55.850666,1.69792,34
9977003,55.850666,1.69792,34
9982003,55.850666,1.69792,34
9987003,55.850666,1.69792,34
9992003,55.850666,1.69792,34
9997003,54.978001,1.80264,35
10002003,55.850666,1.69792,34
10007003,55.850666,1.69792,34
10012003,55.850666,1.69792,34
10017003,55.850666,1.69792,34
10022003,54.978001,1.80264,35
