
Time_us,Position,Speed_rad_per_s
1312008,166586,0.000000
1317008,166584,-2.087442
1322008,166580,-4.174884
1327008,166572,-8.349768
1332008,166562,-10.437209
1337008,166550,-12.524651
1342008,166536,-14.612093
1347008,166520,-16.699535
1352008,166503,-17.743256
1357008,166484,-19.830698
1362009,166464,-20.870243
1367009,166444,-20.874418
1372009,166422,-22.961861
1377009,166399,-24.005581
1382009,166376,-24.005581
1387009,166352,-25.049301
1392009,166328,-25.049301
1397009,166303,-26.093023
1402009,166277,-27.136744
1407009,166252,-26.093023
1412009,166225,-28.180466
1417009,166199,-27.136744
1422009,166172,-28.180466
1427009,166145,-28.180466
1432009,166118,-28.180466
1437009,166090,-29.224186
1442009,166063,-28.180466
1447009,166035,-29.224186
1452009,166007,-29.224186
1457009,165979,-29.224186
1462009,165951,-29.224186
1467009,165922,-30.267906
1472009,165894,-29.224186
1477009,165866,-29.224186
1482009,165837,-30.267906
1487009,165809,-29.224186
1492009,165780,-30.267906
1497009,165751,-30.267906
1502009,165723,-29.224186
1507009,165694,-30.267906
1512009,165666,-29.224186
1517009,165637,-30.267906
1522009,165608,-30.267906
1527009,165579,-30.267906
1532009,165551,-29.224186
1537009,165522,-30.267906
1542009,165493,-30.267906
1547009,165464,-30.267906
1552009,165435,-30.267906
1557009,165407,-29.224186
1562009,165378,-30.267906
1567009,165349,-30.267906
1572009,165320,-30.267906
1577009,165291,-30.267906
1582009,165262,-30.267906
1587009,165234,-29.224186
1592009,165205,-30.267906
1597009,165176,-30.267906
1602009,165147,-30.267906
1607009,165118,-30.267906
1612009,165089,-30.267906
1617009,165060,-30.267906
1622009,165031,-30.267906
1627009,165002,-30.267906
1632009,164974,-29.224186
1637009,164945,-30.267906
1642009,164916,-30.267906
1647009,164887,-30.267906
1652009,164858,-30.267906
1657009,164829,-30.267906
1662009,164800,-30.267906
1667009,164772,-29.224186
1672009,164743,-30.267906
1677009,164714,-30.267906
1682009,164685,-30.267906
1687009,164656,-30.267906
1692009,164628,-29.224186
1697009,164599,-30.267906
1702009,164570,-30.267906
