
Time_us,Position,Speed_rad_per_s
1312008,286629,0.000000
1317008,286628,-1.043721
1322008,286624,-4.174884
1327009,286619,-5.217561
1332009,286613,-6.262325
1337009,286605,-8.349768
1342009,286595,-10.437209
1347009,286585,-10.437209
1352009,286573,-12.524651
1357010,286560,-13.565659
1362011,286547,-13.565659
1367011,286532,-15.655814
1372011,286517,-15.655814
1377011,286501,-16.699535
1382011,286484,-17.743256
1387011,286466,-18.786976
1392011,286448,-18.786976
1397011,286429,-19.830698
1402011,286410,-19.830698
1407011,286391,-19.830698
1412011,286370,-21.918139
1417011,286350,-20.874418
1422011,286329,-21.918139
1427011,286307,-22.961861
1432011,286286,-21.918139
1437011,286264,-22.961861
1442011,286241,-24.005581
1447011,286219,-22.961861
1452011,286196,-24.005581
1457011,286173,-24.005581
1462011,286150,-24.005581
1467011,286127,-24.005581
1472011,286103,-25.049301
1477011,286080,-24.005581
1482011,286056,-25.049301
1487011,286032,-25.049301
1492011,286008,-25.049301
1497011,285984,-25.049301
1502011,285960,-25.049301
1507011,285936,-25.049301
1512011,285912,-25.049301
1517011,285887,-26.093023
1522011,285863,-25.049301
1527011,285839,-25.049301
1532011,285814,-26.093023
1537011,285790,-25.049301
1542011,285765,-26.093023
1547011,285741,-25.049301
1552011,285716,-26.093023
1557011,285692,-25.049301
1562011,285667,-26.093023
1567011,285643,-25.049301
1572011,285618,-26.093023
1577011,285593,-26.093023
1582011,285568,-26.093023
1587011,285544,-25.049301
1592011,285519,-26.093023
1597011,285494,-26.093023
1602011,285469,-26.093023
1607011,285444,-26.093023
1612011,285420,-25.049301
1617011,285395,-26.093023
1622011,285370,-26.093023
1627011,285345,-26.093023
1632011,285320,-26.093023
1637011,285295,-26.093023
1642011,285270,-26.093023
1647011,285245,-26.093023
1652011,285220,-26.093023
1657011,285195,-26.093023
1662011,285170,-26.093023
1667011,285145,-26.093023
1672011,285120,-26.093023
1677011,285095,-26.093023
1682011,285070,-26.093023
1687011,285045,-26.093023
1692011,285020,-26.093023
1697011,284995,-26.093023
1702011,284970,-26.093023
1707011,284945,-26.093023
1712011,284920,-26.093023
1717011,284895,-26.093023
1722011,284870,-26.093023
1727011,284845,-26.093023
1732011,284820,-26.093023
1737011,284795,-26.093023
1742011,284769,-27.136744
1747011,284744,-26.093023
1752011,284719,-26.093023
1757011,284694,-26.093023
1762011,284669,-26.093023
1767011,284644,-26.093023
1772011,284619,-26.093023
1777011,284593,-27.136744
1782011,284568,-26.093023
1787011,284543,-26.093023
1792011,284518,-26.093023
1797011,284493,-26.093023
1802011,284467,-27.136744
1807011,284442,-26.093023
1812011,284417,-26.093023
1817011,284391,-27.136744
1822011,284366,-26.093023
1827011,284341,-26.093023
1832011,284316,-26.093023
1837011,284290,-27.136744
