
Time_us,Position,Speed_rad_per_s
1312008,133571,0.000000
1317008,133571,0.000000
1322008,133574,3.131163
1327009,133579,5.217561
1332009,133585,6.262325
1337009,133593,8.349768
1342009,133602,9.393488
1347009,133613,11.480930
1352009,133625,12.524651
1357009,133637,12.524651
1362009,133651,14.612093
1367009,133666,15.655814
1372009,133681,15.655814
1377009,133698,17.743256
1382009,133715,17.743256
1387009,133732,17.743256
1392009,133750,18.786976
1397009,133769,19.830698
1402009,133788,19.830698
1407009,133808,20.874418
1412009,133829,21.918139
1417009,133849,20.874418
1422009,133871,22.961861
1427009,133892,21.918139
1432009,133914,22.961861
1437009,133936,22.961861
1442009,133959,24.005581
1447009,133981,22.961861
1452009,134004,24.005581
1457009,134027,24.005581
1462009,134050,24.005581
1467009,134074,25.049301
1472009,134097,24.005581
1477009,134121,25.049301
1482009,134145,25.049301
1487009,134169,25.049301
1492009,134193,25.049301
1497009,134217,25.049301
1502009,134241,25.049301
1507009,134266,26.093023
1512009,134290,25.049301
1517009,134315,26.093023
1522009,134339,25.049301
1527009,134364,26.093023
1532009,134389,26.093023
1537009,134413,25.049301
1542009,134438,26.093023
1547009,134463,26.093023
1552009,134488,26.093023
1557009,134513,26.093023
1562009,134539,27.136744
1567009,134564,26.093023
1572009,134589,26.093023
1577009,134615,27.136744
1582009,134640,26.093023
1587009,134665,26.093023
1592009,134691,27.136744
1597009,134716,26.093023
1602009,134742,27.136744
1607009,134768,27.136744
1612009,134793,26.093023
1617009,134819,27.136744
1622009,134845,27.136744
1627009,134870,26.093023
1632009,134896,27.136744
1637009,134922,27.136744
1642009,134947,26.093023
1647009,134973,27.136744
1652009,134999,27.136744
1657009,135025,27.136744
1662009,135050,26.093023
1667009,135076,27.136744
1672009,135102,27.136744
1677009,135128,27.136744
1682009,135154,27.136744
1687009,135179,26.093023
1692009,135205,27.136744
1697009,135231,27.136744
1702009,135257,27.136744
1707009,135282,26.093023
1712009,135308,27.136744
1717009,135334,27.136744
1722009,135360,27.136744
1727009,135386,27.136744
1732009,135411,26.093023
1737009,135437,27.136744
1742009,135463,27.136744
1747009,135489,27.136744
1752009,135515,27.136744
1757009,135541,27.136744
1762009,135566,26.093023
1767009,135592,27.136744
1772009,135618,27.136744
1777009,135644,27.136744
1782009,135670,27.136744
1787009,135696,27.136744
1792009,135721,26.093023
1797009,135747,27.136744
1802009,135773,27.136744
1807009,135799,27.136744
1812009,135825,27.136744
1817009,135851,27.136744
1822009,135877,27.136744
1827009,135903,27.136744
1832009,135929,27.136744
1837009,135954,26.093023
1842009,135980,27.136744
1847009,136006,27.136744
1852009,136032,27.136744
1857009,136058,27.136744
1862009,136084,27.136744
1867009,136110,27.136744
1872009,136136,27.136744
1877009,136162,27.136744
1882009,136187,26.093023
1887009,136213,27.136744
1892009,136239,27.136744
1897009,136265,27.136744
1902009,136291,27.136744
1907009,136317,27.136744
1912009,136343,27.136744
1917009,136369,27.136744
1922009,136395,27.136744
1927009,136421,27.136744
1932009,136447,27.136744
1937009,136472,26.093023
1942009,136498,27.136744
1947009,136524,27.136744
1952009,136550,27.136744
1957009,136576,27.136744
1962009,136602,27.136744
1967009,136628,27.136744
1972009,136654,27.136744
1977009,136680,27.136744
1982009,136706,27.136744
1987009,136732,27.136744
